lat,lon,genus,species,dbh,year_min,year_max,crown,height,common,location,ref,maintenance,maturity,planted,updated,health,structure,description,family,"ule_min, ule_max",address
-37.7816974,144.984922,Liriodendron,L. tulipifera,10,,,,6,Tulip Tree,,2851,,Semi-mature,,8/11/2016,,,,,"11, 20","121 FERGIE STREET, FITZROY NORTH 3068"
-37.78176068,144.9849102,Liriodendron,L. tulipifera,12,,,,5,Tulip Tree,,2852,,Semi-mature,,8/11/2016,,,,,"6, 10","117 FERGIE STREET, FITZROY NORTH 3068"
-37.80378445,145.0015494,Eucalyptus,E. bancroftii,15,,,,6,Tumble-down Red Gum,,14168,,Semi-mature,,15/11/2016,,,,,20,"19 MARINE PARADE, ABBOTSFORD 3067"
-37.80094473,144.9786618,Nyssa,N. sylvatica,7,,,,4,Tupelo,,11097,,Semi-mature,,21/10/2016,,,,,"1, 5","218 BRUNSWICK STREET, FITZROY 3065"
-37.80153132,144.9785636,Nyssa,N. sylvatica,7,,,,3,Tupelo,,11098,,Semi-mature,,21/10/2016,,,,,20,"109 MOOR STREET, FITZROY 3065"
-37.801137,144.9786808,Nyssa,N. sylvatica,9,,,,5,Tupelo,,11100,,Semi-mature,,21/10/2016,,,,,20,"13 KENT STREET, FITZROY 3065"
-37.79290287,144.9803785,Quercus,Q. cerris,8,,,,5,Turkey Oak,,3712,,Young,,11/11/2016,,,,,20,"22 QUEENS PARADE, FITZROY NORTH 3068"
-37.7928555,144.9804835,Quercus,Q. cerris,8,,,,5,Turkey Oak,,3713,,Young,,11/11/2016,,,,,20,"22 QUEENS PARADE, FITZROY NORTH 3068"
-37.79281658,144.9805933,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3714,,Young,,11/11/2016,,,,,"1, 5","26 QUEENS PARADE, FITZROY NORTH 3068"
-37.79272196,144.9808111,Quercus,Q. cerris,5,,,,3,Turkey Oak,,3716,,Young,,11/11/2016,,,,,20,"26 QUEENS PARADE, FITZROY NORTH 3068"
-37.79267606,144.9809171,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3717,,Young,,11/11/2016,,,,,20,"26 QUEENS PARADE, FITZROY NORTH 3068"
-37.79252199,144.9813088,Quercus,Q. cerris,6,,,,4,Turkey Oak,,3720,,Young,,11/11/2016,,,,,20,"26 QUEENS PARADE, FITZROY NORTH 3068"
-37.79247778,144.9814098,Quercus,Q. cerris,5,,,,4,Turkey Oak,,3721,,Young,,11/11/2016,,,,,20,"26 QUEENS PARADE, FITZROY NORTH 3068"
-37.79215957,144.9821601,Quercus,Q. cerris,5,,,,3,Turkey Oak,,3726,,Young,,11/11/2016,,,,,20,"82 QUEENS PARADE, FITZROY NORTH 3068"
-37.79211682,144.9822739,Quercus,Q. cerris,4,,,,2,Turkey Oak,,3727,,Young,,11/11/2016,,,,,"1, 5","82 QUEENS PARADE, FITZROY NORTH 3068"
-37.79191291,144.9827577,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3730,,Young,,11/11/2016,,,,,20,"86 QUEENS PARADE, FITZROY NORTH 3068"
-37.79186796,144.9828658,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3731,,Young,,11/11/2016,,,,,20,"0 QUEENS PARADE, FITZROY NORTH 3068"
-37.79176579,144.9831131,Quercus,Q. cerris,8,,,,4,Turkey Oak,,3733,,Young,,11/11/2016,,,,,"1, 5","0 QUEENS PARADE, FITZROY NORTH 3068"
-37.79161126,144.9834934,Quercus,Q. cerris,8,,,,6,Turkey Oak,,3734,,Young,,11/11/2016,,,,,20,"111 QUEENS PARADE, FITZROY NORTH 3068"
-37.79156301,144.9835995,Quercus,Q. cerris,5,,,,4,Turkey Oak,,3735,,Young,,11/11/2016,,,,,20,"111 QUEENS PARADE, FITZROY NORTH 3068"
-37.79151695,144.9837128,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3736,,Young,,11/11/2016,,,,,20,"110 QUEENS PARADE, FITZROY NORTH 3068"
-37.79147227,144.9838188,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3737,,Young,,11/11/2016,,,,,20,"110 QUEENS PARADE, FITZROY NORTH 3068"
-37.79142601,144.9839353,Quercus,Q. cerris,5,,,,4,Turkey Oak,,3738,,Young,,11/11/2016,,,,,20,"118 QUEENS PARADE, FITZROY NORTH 3068"
-37.79136761,144.9840754,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3739,,Young,,11/11/2016,,,,,20,"118 QUEENS PARADE, FITZROY NORTH 3068"
-37.79131844,144.9841804,Quercus,Q. cerris,5,,,,3,Turkey Oak,,3740,,Young,,11/11/2016,,,,,20,"118 QUEENS PARADE, FITZROY NORTH 3068"
-37.7912709,144.9842876,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3741,,Young,,11/11/2016,,,,,20,"124 QUEENS PARADE, FITZROY NORTH 3068"
-37.79123595,144.9843877,Quercus,Q. cerris,5,,,,4,Turkey Oak,,3742,,Young,,11/11/2016,,,,,20,"124 QUEENS PARADE, FITZROY NORTH 3068"
-37.79113564,144.9846237,Quercus,Q. cerris,6,,,,4,Turkey Oak,,3743,,Young,,11/11/2016,,,,,20,"140 QUEENS PARADE, FITZROY NORTH 3068"
-37.79108483,144.9847377,Quercus,Q. cerris,6,,,,4,Turkey Oak,,3744,,Young,,11/11/2016,,,,,20,"140 QUEENS PARADE, FITZROY NORTH 3068"
-37.79103848,144.9848587,Quercus,Q. cerris,6,,,,5,Turkey Oak,,3745,,Young,,11/11/2016,,,,,"1, 5","148 QUEENS PARADE, FITZROY NORTH 3068"
-37.79093992,144.9850936,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3747,,Young,,11/11/2016,,,,,20,"152 QUEENS PARADE, FITZROY NORTH 3068"
-37.79090215,144.9851859,Quercus,Q. cerris,8,,,,5,Turkey Oak,,3748,,Young,,11/11/2016,,,,,20,"152 QUEENS PARADE, FITZROY NORTH 3068"
-37.79086482,144.985289,Quercus,Q. cerris,4,,,,3,Turkey Oak,,3749,,Young,,11/11/2016,,,,,20,"158 QUEENS PARADE, FITZROY NORTH 3068"
-37.78375993,145.0225069,Syncarpia,S. glomulifera,18,,,,6,Turpentine,,783,,Semi-mature,,23/06/2016,,,,,"6, 10","7 TOWER AVENUE, ALPHINGTON 3078"
-37.78541275,144.9801381,Lagerstroemia,L. indica x fauriei 'Tuscarora',16,,,,4,Tuscarora Crepe Myrtle,,3160,,Mature,,9/11/2016,,,,,20,"61 REID STREET, FITZROY NORTH 3068"
-37.7854298,144.9803167,Lagerstroemia,L. indica x fauriei 'Tuscarora',11,,,,4,Tuscarora Crepe Myrtle,,3162,,Mature,,9/11/2016,,,,,20,"69 REID STREET, FITZROY NORTH 3068"
-37.78544429,144.9804085,Lagerstroemia,L. indica x fauriei 'Tuscarora',6,,,,4,Tuscarora Crepe Myrtle,,3164,,Semi-mature,,9/11/2016,,,,,20,"71 REID STREET, FITZROY NORTH 3068"
-37.78546803,144.9806493,Lagerstroemia,L. indica x fauriei 'Tuscarora',12,,,,6,Tuscarora Crepe Myrtle,,3166,,Mature,,9/11/2016,,,,,"11, 20","75 REID STREET, FITZROY NORTH 3068"
-37.78547884,144.9807482,Lagerstroemia,L. indica x fauriei 'Tuscarora',13,,,,6,Tuscarora Crepe Myrtle,,3200,,Mature,,9/11/2016,,,,,20,"75 REID STREET, FITZROY NORTH 3068"
-37.78553254,144.9812243,Lagerstroemia,L. indica x fauriei 'Tuscarora',11,,,,4,Tuscarora Crepe Myrtle,,3232,,Mature,,9/11/2016,,,,,20,"704 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.78557622,144.9815795,Lagerstroemia,L. indica x fauriei 'Tuscarora',10,,,,4,Tuscarora Crepe Myrtle,,3236,,Mature,,9/11/2016,,,,,20,"151 ST GEORGES ROAD, FITZROY NORTH 3068"
-37.78566874,144.9811716,Lagerstroemia,L. indica x fauriei 'Tuscarora',13,,,,7,Tuscarora Crepe Myrtle,,3272,,Mature,,9/11/2016,,,,,20,"700 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.78567808,144.9812469,Lagerstroemia,L. indica x fauriei 'Tuscarora',9,,,,5,Tuscarora Crepe Myrtle,,3273,,Mature,,9/11/2016,,,,,20,"700 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.78570789,144.9814947,Lagerstroemia,L. indica x fauriei 'Tuscarora',11,,,,4,Tuscarora Crepe Myrtle,,3274,,Mature,,9/11/2016,,,,,20,"147 ST GEORGES ROAD, FITZROY NORTH 3068"
-37.78562854,144.9807827,Lagerstroemia,L. indica x fauriei 'Tuscarora',11,,,,7,Tuscarora Crepe Myrtle,,3289,,Mature,,9/11/2016,,,,,20,"693 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.78561542,144.9806433,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,7,Tuscarora Crepe Myrtle,,3290,,Mature,,9/11/2016,,,,,20,"693 BRUNSWICK STREET, FITZROY NORTH 3068"
-37.78559054,144.9804588,Lagerstroemia,L. indica x fauriei 'Tuscarora',12,,,,5,Tuscarora Crepe Myrtle,,3291,,Mature,,9/11/2016,,,,,20,"70 REID STREET, FITZROY NORTH 3068"
-37.78557994,144.9803622,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,7,Tuscarora Crepe Myrtle,,3292,,Mature,,9/11/2016,,,,,20,"68 REID STREET, FITZROY NORTH 3068"
-37.78555338,144.9801106,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,3,Tuscarora Crepe Myrtle,,3293,,Mature,,9/11/2016,,,,,20,"62 REID STREET, FITZROY NORTH 3068"
-37.78553878,144.9799894,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,4,Tuscarora Crepe Myrtle,,3294,,Semi-mature,,9/11/2016,,,,,20,"62 REID STREET, FITZROY NORTH 3068"
-37.78887973,144.9962221,Lagerstroemia,L. indica x fauriei 'Tuscarora',10,,,,4,Tuscarora Crepe Myrtle,,8582,,Mature,,23/09/2016,,,,,"11, 20","29 GRANT STREET, CLIFTON HILL 3068"
-37.78902012,144.996195,Lagerstroemia,L. indica x fauriei 'Tuscarora',18,,,,6,Tuscarora Crepe Myrtle,,8583,,Mature,,23/09/2016,,,,,"11, 20","25 GRANT STREET, CLIFTON HILL 3068"
-37.78908096,144.996189,Lagerstroemia,L. indica x fauriei 'Tuscarora',18,,,,6,Tuscarora Crepe Myrtle,,8584,,Mature,,23/09/2016,,,,,"11, 20","25 GRANT STREET, CLIFTON HILL 3068"
-37.78918948,144.9961695,Lagerstroemia,L. indica x fauriei 'Tuscarora',16,,,,6,Tuscarora Crepe Myrtle,,8586,,Mature,,23/09/2016,,,,,"11, 20","25 GRANT STREET, CLIFTON HILL 3068"
-37.78924202,144.9961603,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,6,Tuscarora Crepe Myrtle,,8587,,Mature,,23/09/2016,,,,,"11, 20","25 GRANT STREET, CLIFTON HILL 3068"
-37.78927723,144.9961516,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,6,Tuscarora Crepe Myrtle,,8588,,Mature,,23/09/2016,,,,,"11, 20","25 GRANT STREET, CLIFTON HILL 3068"
-37.78933756,144.9961451,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,6,Tuscarora Crepe Myrtle,,8589,,Mature,,23/09/2016,,,,,"11, 20","25 GRANT STREET, CLIFTON HILL 3068"
-37.78942598,144.9961294,Lagerstroemia,L. indica x fauriei 'Tuscarora',6,,,,4,Tuscarora Crepe Myrtle,,8590,,Semi-mature,,23/09/2016,,,,,20,"5 GRANT STREET, CLIFTON HILL 3068"
-37.78961835,144.9960926,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,8591,,Young,,23/09/2016,,,,,20,"5 GRANT STREET, CLIFTON HILL 3068"
-37.78987875,144.9960467,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,4,Tuscarora Crepe Myrtle,,8593,,Semi-mature,,23/09/2016,,,,,20,"1 GRANT STREET, CLIFTON HILL 3068"
-37.79004764,144.9960187,Lagerstroemia,L. indica x fauriei 'Tuscarora',6,,,,5,Tuscarora Crepe Myrtle,,8594,,Semi-mature,,23/09/2016,,,,,20,"14 RAMSDEN STREET, CLIFTON HILL 3068"
-37.79018299,144.995995,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,4,Tuscarora Crepe Myrtle,,8595,,Semi-mature,,23/09/2016,,,,,20,"14 RAMSDEN STREET, CLIFTON HILL 3068"
-37.79011334,144.9961898,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,4,Tuscarora Crepe Myrtle,,8598,,Semi-mature,,23/09/2016,,,,,20,"18 RAMSDEN STREET, CLIFTON HILL 3068"
-37.78998333,144.9962059,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,4,Tuscarora Crepe Myrtle,,8599,,Semi-mature,,23/09/2016,,,,,20,"2 GRANT STREET, CLIFTON HILL 3068"
-37.78978388,144.9962413,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,8601,,Young,,23/09/2016,,,,,20,"8 GRANT STREET, CLIFTON HILL 3068"
-37.78965579,144.9962654,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,3,Tuscarora Crepe Myrtle,,8603,,Young,,23/09/2016,,,,,20,"12 GRANT STREET, CLIFTON HILL 3068"
-37.78953897,144.9962869,Lagerstroemia,L. indica x fauriei 'Tuscarora',12,,,,4,Tuscarora Crepe Myrtle,,8604,,Mature,,23/09/2016,,,,,"11, 20","16 GRANT STREET, CLIFTON HILL 3068"
-37.78941474,144.9963083,Lagerstroemia,L. indica x fauriei 'Tuscarora',10,,,,3,Tuscarora Crepe Myrtle,,8606,,Mature,,23/09/2016,,,,,"11, 20","20 GRANT STREET, CLIFTON HILL 3068"
-37.78926617,144.9963365,Lagerstroemia,L. indica x fauriei 'Tuscarora',12,,,,4,Tuscarora Crepe Myrtle,,8607,,Mature,,23/09/2016,,,,,"11, 20","26 GRANT STREET, CLIFTON HILL 3068"
-37.78901321,144.9963831,Lagerstroemia,L. indica x fauriei 'Tuscarora',12,,,,4,Tuscarora Crepe Myrtle,,8609,,Semi-mature,,23/09/2016,,,,,20,"36 GRANT STREET, CLIFTON HILL 3068"
-37.78818104,144.9965288,Lagerstroemia,L. indica x fauriei 'Tuscarora',6,,,,4,Tuscarora Crepe Myrtle,,8622,,Semi-mature,,23/09/2016,,,,,20,"4 SPENSLEY STREET, CLIFTON HILL 3068"
-37.7880293,144.9965517,Lagerstroemia,L. indica x fauriei 'Tuscarora',14,,,,5,Tuscarora Crepe Myrtle,,8623,,Mature,,23/09/2016,,,,,"11, 20","40 GRANT STREET, CLIFTON HILL 3068"
-37.78789681,144.9965762,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,8625,,Semi-mature,,23/09/2016,,,,,20,"44 GRANT STREET, CLIFTON HILL 3068"
-37.78773971,144.9966058,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,3,Tuscarora Crepe Myrtle,,8626,,Semi-mature,,23/09/2016,,,,,20,"48 GRANT STREET, CLIFTON HILL 3068"
-37.78746894,144.9966567,Lagerstroemia,L. indica x fauriei 'Tuscarora',6,,,,4,Tuscarora Crepe Myrtle,,8628,,Semi-mature,,23/09/2016,,,,,20,"56 GRANT STREET, CLIFTON HILL 3068"
-37.78745832,144.9964733,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,8723,,Semi-mature,,23/09/2016,,,,,20,"53 GRANT STREET, CLIFTON HILL 3068"
-37.78762753,144.9964407,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,8725,,Semi-mature,,23/09/2016,,,,,20,"45 GRANT STREET, CLIFTON HILL 3068"
-37.78776654,144.9964147,Lagerstroemia,L. indica x fauriei 'Tuscarora',10,,,,4,Tuscarora Crepe Myrtle,,8726,,Semi-mature,,23/09/2016,,,,,20,"43 GRANT STREET, CLIFTON HILL 3068"
-37.78803075,144.9963687,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,4,Tuscarora Crepe Myrtle,,8728,,Semi-mature,,23/09/2016,,,,,20,"35 GRANT STREET, CLIFTON HILL 3068"
-37.80359733,144.9769802,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,3,Tuscarora Crepe Myrtle,,10815,,Young,,19/10/2016,,,,,"11, 20","4 BRUNSWICK PLACE, FITZROY 3065"
-37.80357075,144.976775,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,3,Tuscarora Crepe Myrtle,,10816,,Young,,19/10/2016,,,,,20,"64 HANOVER STREET, FITZROY 3065"
-37.80355198,144.9765638,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,10817,,Young,,19/10/2016,,,,,20,"64 HANOVER STREET, FITZROY 3065"
-37.79686691,144.9886241,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,5,Tuscarora Crepe Myrtle,,12332,,Mature,,15/11/2016,,,,,20,"65 HOTHAM STREET, COLLINGWOOD 3066"
-37.79636816,144.988863,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,4,Tuscarora Crepe Myrtle,,12346,,Semi-mature,,15/11/2016,,,,,20,"10 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79612748,144.9889137,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,4,Tuscarora Crepe Myrtle,,12350,,Semi-mature,,15/11/2016,,,,,20,"18 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79598443,144.9889314,Lagerstroemia,L. indica x fauriei 'Tuscarora',9,,,,5,Tuscarora Crepe Myrtle,,12352,,Semi-mature,,15/11/2016,,,,,"11, 20","22 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.7959825,144.9887852,Lagerstroemia,L. indica x fauriei 'Tuscarora',2,,,,2,Tuscarora Crepe Myrtle,,12355,,Young,,15/11/2016,,,,,"11, 20","51 MATER STREET, COLLINGWOOD 3066"
-37.79614813,144.9887435,Lagerstroemia,L. indica x fauriei 'Tuscarora',9,,,,5,Tuscarora Crepe Myrtle,,12357,,Mature,,15/11/2016,,,,,20,"7 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79639083,144.9886963,Lagerstroemia,L. indica x fauriei 'Tuscarora',2,,,,2,Tuscarora Crepe Myrtle,,12359,,Young,,15/11/2016,,,,,20,"46 HOTHAM STREET, COLLINGWOOD 3066"
-37.79552678,144.9890051,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,3,Tuscarora Crepe Myrtle,,12385,,Semi-mature,,16/11/2016,,,,,20,"28 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79531556,144.9890458,Lagerstroemia,L. indica x fauriei 'Tuscarora',11,,,,4,Tuscarora Crepe Myrtle,,12387,,Semi-mature,,16/11/2016,,,,,20,"34 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79514852,144.9890767,Lagerstroemia,L. indica x fauriei 'Tuscarora',6,,,,3,Tuscarora Crepe Myrtle,,12389,,Semi-mature,,16/11/2016,,,,,20,"38 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79505271,144.989097,Lagerstroemia,L. indica x fauriei 'Tuscarora',11,,,,3,Tuscarora Crepe Myrtle,,12390,,Mature,,16/11/2016,,,,,20,"42 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79471652,144.9891553,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,6,Tuscarora Crepe Myrtle,,12392,,Semi-mature,,16/11/2016,,,,,20,"63 ALEXANDRA PARADE, COLLINGWOOD 3066"
-37.79475744,144.988989,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,5,Tuscarora Crepe Myrtle,,12395,,Semi-mature,,16/11/2016,,,,,20,"398 WELLINGTON STREET, COLLINGWOOD 3066"
-37.79529776,144.9888963,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,5,Tuscarora Crepe Myrtle,,12400,,Semi-mature,,16/11/2016,,,,,20,"13 CHARLOTTE STREET, COLLINGWOOD 3066"
-37.79554359,144.9888483,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,5,Tuscarora Crepe Myrtle,,12402,,Semi-mature,,16/11/2016,,,,,20,"56 MATER STREET, COLLINGWOOD 3066"
-37.80461692,144.989408,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,4,Tuscarora Crepe Myrtle,,13187,,Young,,18/11/2016,,,,,20,"60 GIPPS STREET, COLLINGWOOD 3066"
-37.80373606,144.9894842,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,4,Tuscarora Crepe Myrtle,,13188,,Semi-mature,,18/11/2016,,,,,20,"127 RUPERT STREET, COLLINGWOOD 3066"
-37.80358744,144.9895026,Lagerstroemia,L. indica x fauriei 'Tuscarora',8,,,,5,Tuscarora Crepe Myrtle,,13189,,Semi-mature,,18/11/2016,,,,,20,"131 RUPERT STREET, COLLINGWOOD 3066"
-37.80344436,144.9895895,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,5,Tuscarora Crepe Myrtle,,13190,,Semi-mature,,18/11/2016,,,,,20,"152 RUPERT STREET, COLLINGWOOD 3066"
-37.81057999,145.0013892,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,15288,,Semi-mature,,18/11/2016,,,,,20,"463 VICTORIA STREET, ABBOTSFORD 3067"
-37.81055845,145.0011825,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,4,Tuscarora Crepe Myrtle,,15289,,Semi-mature,,18/11/2016,,,,,20,"447 VICTORIA STREET, ABBOTSFORD 3067"
-37.81053444,145.0009792,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,15290,,Semi-mature,,18/11/2016,,,,,20,"447 VICTORIA STREET, ABBOTSFORD 3067"
-37.81807085,144.9933735,Lagerstroemia,L. indica x fauriei 'Tuscarora',7,,,,3,Tuscarora Crepe Myrtle,,16722,,Semi-mature,,11/11/2016,,,,,20,"100 BRIDGE ROAD, RICHMOND 3121"
-37.82198934,144.9945183,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,17050,,Young,,14/11/2016,,,,,20,"79 RICHMOND TERRACE, RICHMOND 3121"
-37.8220831,144.9953143,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,3,Tuscarora Crepe Myrtle,,17057,,Young,,14/11/2016,,,,,20,"95 RICHMOND TERRACE, RICHMOND 3121"
-37.82212095,144.9956234,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,17060,,Young,,14/11/2016,,,,,20,"101 RICHMOND TERRACE, RICHMOND 3121"
-37.82216007,144.9959742,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,3,Tuscarora Crepe Myrtle,,17063,,Young,,14/11/2016,,,,,20,"109 RICHMOND TERRACE, RICHMOND 3121"
-37.82107575,145.0004028,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,17400,,Young,,15/11/2016,,,,,20,"55 LYNDHURST STREET, RICHMOND 3121"
-37.82090053,145.0003787,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,17401,,Young,,15/11/2016,,,,,20,"56 LYNDHURST STREET, RICHMOND 3121"
-37.82032576,145.0004723,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,2,Tuscarora Crepe Myrtle,,17402,,Young,,15/11/2016,,,,,20,"42 LYNDHURST STREET, RICHMOND 3121"
-37.82013208,145.0005011,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,17403,,Young,,15/11/2016,,,,,20,"38 LYNDHURST STREET, RICHMOND 3121"
-37.82014683,145.0005662,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,3,Tuscarora Crepe Myrtle,,17404,,Young,,15/11/2016,,,,,20,"31 LYNDHURST STREET, RICHMOND 3121"
-37.8195995,145.0005911,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,4,Tuscarora Crepe Myrtle,,17405,,Mature,,15/11/2016,,,,,20,"18 LYNDHURST STREET, RICHMOND 3121"
-37.81960275,145.0006592,Lagerstroemia,L. indica x fauriei 'Tuscarora',15,,,,4,Tuscarora Crepe Myrtle,,17406,,Mature,,15/11/2016,,,,,20,"13 LYNDHURST STREET, RICHMOND 3121"
-37.81941262,145.0006817,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,2,Tuscarora Crepe Myrtle,,17407,,Young,,15/11/2016,,,,,20,"1 LYNDHURST STREET, RICHMOND 3121"
-37.81918105,145.0006686,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,2,Tuscarora Crepe Myrtle,,17408,,Young,,15/11/2016,,,,,20,"2 LYNDHURST STREET, RICHMOND 3121"
-37.81889008,145.0007098,Lagerstroemia,L. indica x fauriei 'Tuscarora',4,,,,2,Tuscarora Crepe Myrtle,,17409,,Young,,15/11/2016,,,,,20,"286 BRIDGE ROAD, RICHMOND 3121"
-37.82151645,145.0003213,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,17456,,Young,,15/11/2016,,,,,20,"69 LYNDHURST STREET, RICHMOND 3121"
-37.82975313,144.9984223,Lagerstroemia,L. indica x fauriei 'Tuscarora',3,,,,2,Tuscarora Crepe Myrtle,,20280,,Young,,17/10/2016,,,,,20,"20 WILLIS STREET, RICHMOND 3121"
-37.829654,144.9975692,Lagerstroemia,L. indica x fauriei 'Tuscarora',9,,,,3,Tuscarora Crepe Myrtle,,20281,,Semi-mature,,17/10/2016,,,,,20,"541 CHURCH STREET, RICHMOND 3121"
-37.82970688,144.9980048,Lagerstroemia,L. indica x fauriei 'Tuscarora',5,,,,2,Tuscarora Crepe Myrtle,,20282,,Young,,17/10/2016,,,,,20,"10 WILLIS STREET, RICHMOND 3121"
-37.81437043,144.9974527,Schefflera,S. actinophylla,20,,,,4,Umbrella Tree,,16032,,Mature,,23/11/2016,,,,,"6, 10","5 BELGIUM AVENUE, RICHMOND 3121"
-37.783144,144.9682122,Acer,A. platanoides 'Crimson Sentry',2,,,,2,Upright Purple Norway Maple,,1176,,Young,,29/06/2016,,,,,20,"85 MCILWRAITH STREET, PRINCES HILL 3054"
-37.78185483,144.9684187,Acer,A. platanoides 'Crimson Sentry',2,,,,2,Upright Purple Norway Maple,,1662,,Young,,29/06/2016,,,,,20,"221 PIGDON STREET, PRINCES HILL 3054"
-37.78192766,144.9684076,Acer,A. platanoides 'Crimson Sentry',2,,,,2,Upright Purple Norway Maple,,1663,,Young,,29/06/2016,,,,,20,"133 MCILWRAITH STREET, PRINCES HILL 3054"
-37.7820544,144.9683838,Acer,A. platanoides 'Crimson Sentry',2,,,,2,Upright Purple Norway Maple,,1664,,Young,,29/06/2016,,,,,20,"129 MCILWRAITH STREET, PRINCES HILL 3054"
-37.7821349,144.9683767,Acer,A. platanoides 'Crimson Sentry',2,,,,2,Upright Purple Norway Maple,,1665,,Young,,29/06/2016,,,,,20,"127 MCILWRAITH STREET, PRINCES HILL 3054"
-37.782224,144.9683594,Acer,A. platanoides 'Crimson Sentry',2,,,,2,Upright Purple Norway Maple,,1666,,Young,,29/06/2016,,,,,20,"123 MCILWRAITH STREET, PRINCES HILL 3054"
